Day of Date2020,Route1,Measure Names,Measure Values
"April 19, 2020",Interisland,2020 Ridership,54
"April 18, 2020",Interisland,2020 Ridership,62
"April 17, 2020",Interisland,2020 Ridership,130
"April 16, 2020",Interisland,2020 Ridership,184
"April 15, 2020",Interisland,2020 Ridership,156
"April 14, 2020",Interisland,2020 Ridership,150
"April 13, 2020",Interisland,2020 Ridership,120
"April 12, 2020",Interisland,2020 Ridership,42
"April 11, 2020",Interisland,2020 Ridership,42
"April 10, 2020",Interisland,2020 Ridership,88
"April 9, 2020",Interisland,2020 Ridership,122
"April 8, 2020",Interisland,2020 Ridership,136
"April 7, 2020",Interisland,2020 Ridership,152
"April 6, 2020",Interisland,2020 Ridership,160
"April 5, 2020",Interisland,2020 Ridership,36
"April 4, 2020",Interisland,2020 Ridership,64
"April 3, 2020",Interisland,2020 Ridership,118
"April 2, 2020",Interisland,2020 Ridership,150
"April 1, 2020",Interisland,2020 Ridership,104
"March 31, 2020",Interisland,2020 Ridership,120
"March 30, 2020",Interisland,2020 Ridership,140
"March 29, 2020",Interisland,2020 Ridership,42
"March 28, 2020",Interisland,2020 Ridership,36
"March 27, 2020",Interisland,2020 Ridership,156
"March 26, 2020",Interisland,2020 Ridership,46
"March 25, 2020",Interisland,2020 Ridership,158
"March 24, 2020",Interisland,2020 Ridership,174
"March 23, 2020",Interisland,2020 Ridership,184
"March 22, 2020",Interisland,2020 Ridership,46
"March 21, 2020",Interisland,2020 Ridership,76
"March 20, 2020",Interisland,2020 Ridership,226
"March 19, 2020",Interisland,2020 Ridership,264
"March 18, 2020",Interisland,2020 Ridership,246
"March 17, 2020",Interisland,2020 Ridership,220
"March 16, 2020",Interisland,2020 Ridership,226
"March 15, 2020",Interisland,2020 Ridership,80
"March 14, 2020",Interisland,2020 Ridership,80
"March 13, 2020",Interisland,2020 Ridership,194
"March 12, 2020",Interisland,2020 Ridership,310
"March 11, 2020",Interisland,2020 Ridership,326
"March 10, 2020",Interisland,2020 Ridership,292
"March 9, 2020",Interisland,2020 Ridership,292
"March 8, 2020",Interisland,2020 Ridership,128
"March 7, 2020",Interisland,2020 Ridership,154
"March 6, 2020",Interisland,2020 Ridership,262
"March 5, 2020",Interisland,2020 Ridership,332
"March 4, 2020",Interisland,2020 Ridership,316
"March 3, 2020",Interisland,2020 Ridership,286
"March 2, 2020",Interisland,2020 Ridership,284
"March 1, 2020",Interisland,2020 Ridership,136
"June 3, 2020",Interisland,2019     Ridership,448
"June 2, 2020",Interisland,2019     Ridership,418
"June 1, 2020",Interisland,2019     Ridership,310
"May 31, 2020",Interisland,2019     Ridership,112
"May 30, 2020",Interisland,2019     Ridership,276
"May 29, 2020",Interisland,2019     Ridership,288
"May 28, 2020",Interisland,2019     Ridership,438
"May 27, 2020",Interisland,2019     Ridership,348
"May 26, 2020",Interisland,2019     Ridership,297
"May 25, 2020",Interisland,2019     Ridership,210
"May 24, 2020",Interisland,2019     Ridership,256
"May 23, 2020",Interisland,2019     Ridership,158
"May 22, 2020",Interisland,2019     Ridership,270
"May 21, 2020",Interisland,2019     Ridership,358
"May 20, 2020",Interisland,2019     Ridership,310
"May 19, 2020",Interisland,2019     Ridership,320
"May 18, 2020",Interisland,2019     Ridership,342
"May 17, 2020",Interisland,2019     Ridership,134
"May 16, 2020",Interisland,2019     Ridership,268
"May 15, 2020",Interisland,2019     Ridership,252
"May 14, 2020",Interisland,2019     Ridership,276
"May 13, 2020",Interisland,2019     Ridership,306
"May 12, 2020",Interisland,2019     Ridership,370
"May 11, 2020",Interisland,2019     Ridership,368
"May 10, 2020",Interisland,2019     Ridership,160
"May 9, 2020",Interisland,2019     Ridership,356
"May 8, 2020",Interisland,2019     Ridership,340
"May 7, 2020",Interisland,2019     Ridership,338
"May 6, 2020",Interisland,2019     Ridership,444
"May 5, 2020",Interisland,2019     Ridership,432
"May 4, 2020",Interisland,2019     Ridership,362
"May 3, 2020",Interisland,2019     Ridership,150
"May 2, 2020",Interisland,2019     Ridership,310
"May 1, 2020",Interisland,2019     Ridership,290
"April 30, 2020",Interisland,2019     Ridership,334
"April 29, 2020",Interisland,2019     Ridership,358
"April 28, 2020",Interisland,2019     Ridership,272
"April 27, 2020",Interisland,2019     Ridership,266
"April 26, 2020",Interisland,2019     Ridership,122
"April 25, 2020",Interisland,2019     Ridership,266
"April 24, 2020",Interisland,2019     Ridership,220
"April 23, 2020",Interisland,2019     Ridership,336
"April 22, 2020",Interisland,2019     Ridership,304
"April 21, 2020",Interisland,2019     Ridership,308
"April 20, 2020",Interisland,2019     Ridership,234
"April 19, 2020",Interisland,2019     Ridership,108
"April 18, 2020",Interisland,2019     Ridership,158
"April 17, 2020",Interisland,2019     Ridership,240
"April 16, 2020",Interisland,2019     Ridership,250
"April 15, 2020",Interisland,2019     Ridership,278
"April 14, 2020",Interisland,2019     Ridership,352
"April 13, 2020",Interisland,2019     Ridership,220
"April 12, 2020",Interisland,2019     Ridership,158
"April 11, 2020",Interisland,2019     Ridership,124
"April 10, 2020",Interisland,2019     Ridership,198
"April 9, 2020",Interisland,2019     Ridership,278
"April 8, 2020",Interisland,2019     Ridership,332
"April 7, 2020",Interisland,2019     Ridership,294
"April 6, 2020",Interisland,2019     Ridership,312
"April 5, 2020",Interisland,2019     Ridership,128
"April 4, 2020",Interisland,2019     Ridership,194
"April 3, 2020",Interisland,2019     Ridership,272
"April 2, 2020",Interisland,2019     Ridership,260
"April 1, 2020",Interisland,2019     Ridership,318
"March 31, 2020",Interisland,2019     Ridership,332
"March 30, 2020",Interisland,2019     Ridership,318
"March 29, 2020",Interisland,2019     Ridership,98
"March 28, 2020",Interisland,2019     Ridership,142
"March 27, 2020",Interisland,2019     Ridership,266
"March 26, 2020",Interisland,2019     Ridership,302
"March 25, 2020",Interisland,2019     Ridership,422
"March 24, 2020",Interisland,2019     Ridership,320
"March 23, 2020",Interisland,2019     Ridership,272
"March 22, 2020",Interisland,2019     Ridership,76
"March 21, 2020",Interisland,2019     Ridership,150
"March 20, 2020",Interisland,2019     Ridership,224
"March 19, 2020",Interisland,2019     Ridership,282
"March 18, 2020",Interisland,2019     Ridership,328
"March 17, 2020",Interisland,2019     Ridership,342
"March 16, 2020",Interisland,2019     Ridership,336
"March 15, 2020",Interisland,2019     Ridership,102
"March 14, 2020",Interisland,2019     Ridership,154
"March 13, 2020",Interisland,2019     Ridership,310
"March 12, 2020",Interisland,2019     Ridership,256
"March 11, 2020",Interisland,2019     Ridership,282
"March 10, 2020",Interisland,2019     Ridership,300
"March 9, 2020",Interisland,2019     Ridership,232
"March 8, 2020",Interisland,2019     Ridership,80
"March 7, 2020",Interisland,2019     Ridership,158
"March 6, 2020",Interisland,2019     Ridership,340
"March 5, 2020",Interisland,2019     Ridership,282
"March 4, 2020",Interisland,2019     Ridership,292
"March 3, 2020",Interisland,2019     Ridership,318
"March 2, 2020",Interisland,2019     Ridership,284
"March 1, 2020",Interisland,2019     Ridership,102
"June 3, 2020",Edmonds -  Kingston,Percentage Change,-0.315964523
"June 2, 2020",Edmonds -  Kingston,Percentage Change,-0.351989919
"June 1, 2020",Edmonds -  Kingston,Percentage Change,-0.312910284
"May 31, 2020",Edmonds -  Kingston,Percentage Change,-0.438325817
"May 30, 2020",Edmonds -  Kingston,Percentage Change,-0.530354796
"May 29, 2020",Edmonds -  Kingston,Percentage Change,-0.306638812
"May 28, 2020",Edmonds -  Kingston,Percentage Change,-0.263913471
"May 27, 2020",Edmonds -  Kingston,Percentage Change,-0.247896026
"May 26, 2020",Edmonds -  Kingston,Percentage Change,-0.361941067
"May 25, 2020",Edmonds -  Kingston,Percentage Change,-0.502907671
"May 24, 2020",Edmonds -  Kingston,Percentage Change,-0.420402445
"May 23, 2020",Edmonds -  Kingston,Percentage Change,-0.291974764
"May 22, 2020",Edmonds -  Kingston,Percentage Change,-0.393172255
"May 21, 2020",Edmonds -  Kingston,Percentage Change,-0.407659574
"May 20, 2020",Edmonds -  Kingston,Percentage Change,-0.449838188
"May 19, 2020",Edmonds -  Kingston,Percentage Change,-0.386628229
"May 18, 2020",Edmonds -  Kingston,Percentage Change,-0.432444062
"May 17, 2020",Edmonds -  Kingston,Percentage Change,-0.503490955
"May 16, 2020",Edmonds -  Kingston,Percentage Change,-0.579678597
"May 15, 2020",Edmonds -  Kingston,Percentage Change,-0.388936906
"May 14, 2020",Edmonds -  Kingston,Percentage Change,-0.457827670
"May 13, 2020",Edmonds -  Kingston,Percentage Change,-0.434012108
"May 12, 2020",Edmonds -  Kingston,Percentage Change,-0.460980239
"May 11, 2020",Edmonds -  Kingston,Percentage Change,-0.428777275
"May 10, 2020",Edmonds -  Kingston,Percentage Change,-0.371766541
"May 9, 2020",Edmonds -  Kingston,Percentage Change,-0.403685092
"May 8, 2020",Edmonds -  Kingston,Percentage Change,-0.385879314
"May 7, 2020",Edmonds -  Kingston,Percentage Change,-0.387438665
"May 6, 2020",Edmonds -  Kingston,Percentage Change,-0.482895286
"May 5, 2020",Edmonds -  Kingston,Percentage Change,-0.506941478
"May 4, 2020",Edmonds -  Kingston,Percentage Change,-0.545926850
"May 3, 2020",Edmonds -  Kingston,Percentage Change,-0.653990073
"May 2, 2020",Edmonds -  Kingston,Percentage Change,-0.673490814
"May 1, 2020",Edmonds -  Kingston,Percentage Change,-0.505849133
"April 30, 2020",Edmonds -  Kingston,Percentage Change,-0.529719001
"April 29, 2020",Edmonds -  Kingston,Percentage Change,-0.538559322
"April 28, 2020",Edmonds -  Kingston,Percentage Change,-0.571716719
"April 27, 2020",Edmonds -  Kingston,Percentage Change,-0.569800570
"April 26, 2020",Edmonds -  Kingston,Percentage Change,-0.666952790
"April 25, 2020",Edmonds -  Kingston,Percentage Change,-0.697734159
"April 24, 2020",Edmonds -  Kingston,Percentage Change,-0.635177221
"April 23, 2020",Edmonds -  Kingston,Percentage Change,-0.630306022
"April 22, 2020",Edmonds -  Kingston,Percentage Change,-0.650005029
"April 21, 2020",Edmonds -  Kingston,Percentage Change,-0.593657649
"April 20, 2020",Edmonds -  Kingston,Percentage Change,-0.574160152
"April 19, 2020",Edmonds -  Kingston,Percentage Change,-0.725502592
"April 18, 2020",Edmonds -  Kingston,Percentage Change,-0.729808467
"April 17, 2020",Edmonds -  Kingston,Percentage Change,-0.619382239
"April 16, 2020",Edmonds -  Kingston,Percentage Change,-0.561865095
"April 15, 2020",Edmonds -  Kingston,Percentage Change,-0.598385361
"April 14, 2020",Edmonds -  Kingston,Percentage Change,-0.621323947
"April 13, 2020",Edmonds -  Kingston,Percentage Change,-0.617088967
"April 12, 2020",Edmonds -  Kingston,Percentage Change,-0.679747286
"April 11, 2020",Edmonds -  Kingston,Percentage Change,-0.711275416
"April 10, 2020",Edmonds -  Kingston,Percentage Change,-0.696419027
"April 9, 2020",Edmonds -  Kingston,Percentage Change,-0.629636977
"April 8, 2020",Edmonds -  Kingston,Percentage Change,-0.662559447
"April 7, 2020",Edmonds -  Kingston,Percentage Change,-0.667184208
"April 6, 2020",Edmonds -  Kingston,Percentage Change,-0.665234160
"April 5, 2020",Edmonds -  Kingston,Percentage Change,-0.777953806
"April 4, 2020",Edmonds -  Kingston,Percentage Change,-0.757036060
"April 3, 2020",Edmonds -  Kingston,Percentage Change,-0.742943468
"April 2, 2020",Edmonds -  Kingston,Percentage Change,-0.735042735
"April 1, 2020",Edmonds -  Kingston,Percentage Change,-0.719881598
"March 31, 2020",Edmonds -  Kingston,Percentage Change,-0.727528372
"March 30, 2020",Edmonds -  Kingston,Percentage Change,-0.724966759
"March 29, 2020",Edmonds -  Kingston,Percentage Change,-0.825092860
"March 28, 2020",Edmonds -  Kingston,Percentage Change,-0.861993355
"March 27, 2020",Edmonds -  Kingston,Percentage Change,-0.764431344
"March 26, 2020",Edmonds -  Kingston,Percentage Change,-0.710013269
"March 25, 2020",Edmonds -  Kingston,Percentage Change,-0.656089643
"March 24, 2020",Edmonds -  Kingston,Percentage Change,-0.648637183
"March 23, 2020",Edmonds -  Kingston,Percentage Change,-0.542765421
"March 22, 2020",Edmonds -  Kingston,Percentage Change,-0.649055682
"March 21, 2020",Edmonds -  Kingston,Percentage Change,-0.546686303
"March 20, 2020",Edmonds -  Kingston,Percentage Change,-0.466637894
"March 19, 2020",Edmonds -  Kingston,Percentage Change,-0.457917411
"March 18, 2020",Edmonds -  Kingston,Percentage Change,-0.435518888
"March 17, 2020",Edmonds -  Kingston,Percentage Change,-0.418630379
"March 16, 2020",Edmonds -  Kingston,Percentage Change,-0.337278774
"March 15, 2020",Edmonds -  Kingston,Percentage Change,-0.391079509
"March 14, 2020",Edmonds -  Kingston,Percentage Change,-0.462229711
"March 13, 2020",Edmonds -  Kingston,Percentage Change,-0.311254296
"March 12, 2020",Edmonds -  Kingston,Percentage Change,-0.204725313
"March 11, 2020",Edmonds -  Kingston,Percentage Change,-0.212975021
"March 10, 2020",Edmonds -  Kingston,Percentage Change,-0.123309965
"March 9, 2020",Edmonds -  Kingston,Percentage Change,-0.078404229
"March 8, 2020",Edmonds -  Kingston,Percentage Change,-0.161897928
"March 7, 2020",Edmonds -  Kingston,Percentage Change,-0.184222423
"March 6, 2020",Edmonds -  Kingston,Percentage Change,-0.094826759
"March 5, 2020",Edmonds -  Kingston,Percentage Change,0.008008267
"March 4, 2020",Edmonds -  Kingston,Percentage Change,0.005140727
"March 3, 2020",Edmonds -  Kingston,Percentage Change,-0.100920810
"March 2, 2020",Edmonds -  Kingston,Percentage Change,-0.085002443
"March 1, 2020",Edmonds -  Kingston,Percentage Change,-0.093382292
"June 3, 2020",Edmonds -  Kingston,2020 Ridership,6787
"June 2, 2020",Edmonds -  Kingston,2020 Ridership,6171
"June 1, 2020",Edmonds -  Kingston,2020 Ridership,6594
"May 31, 2020",Edmonds -  Kingston,2020 Ridership,7099
"May 30, 2020",Edmonds -  Kingston,2020 Ridership,7148
"May 29, 2020",Edmonds -  Kingston,2020 Ridership,8961
"May 28, 2020",Edmonds -  Kingston,2020 Ridership,7486
"May 27, 2020",Edmonds -  Kingston,2020 Ridership,7060
"May 26, 2020",Edmonds -  Kingston,2020 Ridership,6193
"May 25, 2020",Edmonds -  Kingston,2020 Ridership,6240
"May 24, 2020",Edmonds -  Kingston,2020 Ridership,9102
"May 23, 2020",Edmonds -  Kingston,2020 Ridership,10437
"May 22, 2020",Edmonds -  Kingston,2020 Ridership,8941
"May 21, 2020",Edmonds -  Kingston,2020 Ridership,6264
"May 20, 2020",Edmonds -  Kingston,2020 Ridership,5440
"May 19, 2020",Edmonds -  Kingston,2020 Ridership,5532
"May 18, 2020",Edmonds -  Kingston,2020 Ridership,5276
"May 17, 2020",Edmonds -  Kingston,2020 Ridership,6258
"May 16, 2020",Edmonds -  Kingston,2020 Ridership,6565
"May 15, 2020",Edmonds -  Kingston,2020 Ridership,7777
"May 14, 2020",Edmonds -  Kingston,2020 Ridership,5361
"May 13, 2020",Edmonds -  Kingston,2020 Ridership,5142
"May 12, 2020",Edmonds -  Kingston,2020 Ridership,4828
"May 11, 2020",Edmonds -  Kingston,2020 Ridership,5550
"May 10, 2020",Edmonds -  Kingston,2020 Ridership,9666
"May 9, 2020",Edmonds -  Kingston,2020 Ridership,9968
"May 8, 2020",Edmonds -  Kingston,2020 Ridership,8559
"May 7, 2020",Edmonds -  Kingston,2020 Ridership,6242
"May 6, 2020",Edmonds -  Kingston,2020 Ridership,4958
"May 5, 2020",Edmonds -  Kingston,2020 Ridership,4617
"May 4, 2020",Edmonds -  Kingston,2020 Ridership,4370
"May 3, 2020",Edmonds -  Kingston,2020 Ridership,4531
"May 2, 2020",Edmonds -  Kingston,2020 Ridership,4976
"May 1, 2020",Edmonds -  Kingston,2020 Ridership,6125
"April 30, 2020",Edmonds -  Kingston,2020 Ridership,4502
"April 29, 2020",Edmonds -  Kingston,2020 Ridership,4356
"April 28, 2020",Edmonds -  Kingston,2020 Ridership,3822
"April 27, 2020",Edmonds -  Kingston,2020 Ridership,3926
"April 26, 2020",Edmonds -  Kingston,2020 Ridership,4268
"April 25, 2020",Edmonds -  Kingston,2020 Ridership,4589
"April 24, 2020",Edmonds -  Kingston,2020 Ridership,4920
"April 23, 2020",Edmonds -  Kingston,2020 Ridership,3745
"April 22, 2020",Edmonds -  Kingston,2020 Ridership,3480
"April 21, 2020",Edmonds -  Kingston,2020 Ridership,3575
"April 20, 2020",Edmonds -  Kingston,2020 Ridership,4031
"April 19, 2020",Edmonds -  Kingston,2020 Ridership,4342
"April 18, 2020",Edmonds -  Kingston,2020 Ridership,4359
"April 17, 2020",Edmonds -  Kingston,2020 Ridership,4929
"April 16, 2020",Edmonds -  Kingston,2020 Ridership,4313
"April 15, 2020",Edmonds -  Kingston,2020 Ridership,3731
"April 14, 2020",Edmonds -  Kingston,2020 Ridership,3335
"April 13, 2020",Edmonds -  Kingston,2020 Ridership,3370
"April 12, 2020",Edmonds -  Kingston,2020 Ridership,3599
"April 11, 2020",Edmonds -  Kingston,2020 Ridership,3905
"April 10, 2020",Edmonds -  Kingston,2020 Ridership,3976
"April 9, 2020",Edmonds -  Kingston,2020 Ridership,3734
"April 8, 2020",Edmonds -  Kingston,2020 Ridership,3122
"April 7, 2020",Edmonds -  Kingston,2020 Ridership,3001
"April 6, 2020",Edmonds -  Kingston,2020 Ridership,3038
"April 5, 2020",Edmonds -  Kingston,2020 Ridership,2663
"April 4, 2020",Edmonds -  Kingston,2020 Ridership,3315
"April 3, 2020",Edmonds -  Kingston,2020 Ridership,3233
"April 2, 2020",Edmonds -  Kingston,2020 Ridership,2945
"April 1, 2020",Edmonds -  Kingston,2020 Ridership,2839
"March 31, 2020",Edmonds -  Kingston,2020 Ridership,2713
"March 30, 2020",Edmonds -  Kingston,2020 Ridership,2689
"March 29, 2020",Edmonds -  Kingston,2020 Ridership,2119
"March 28, 2020",Edmonds -  Kingston,2020 Ridership,2077
"March 27, 2020",Edmonds -  Kingston,2020 Ridership,2877
"March 26, 2020",Edmonds -  Kingston,2020 Ridership,2841
"March 25, 2020",Edmonds -  Kingston,2020 Ridership,3284
"March 24, 2020",Edmonds -  Kingston,2020 Ridership,3313
"March 23, 2020",Edmonds -  Kingston,2020 Ridership,3988
"March 22, 2020",Edmonds -  Kingston,2020 Ridership,4311
"March 21, 2020",Edmonds -  Kingston,2020 Ridership,6156
"March 20, 2020",Edmonds -  Kingston,2020 Ridership,6179
"March 19, 2020",Edmonds -  Kingston,2020 Ridership,5159
"March 18, 2020",Edmonds -  Kingston,2020 Ridership,5200
"March 17, 2020",Edmonds -  Kingston,2020 Ridership,5255
"March 16, 2020",Edmonds -  Kingston,2020 Ridership,5879
"March 15, 2020",Edmonds -  Kingston,2020 Ridership,7536
"March 14, 2020",Edmonds -  Kingston,2020 Ridership,7660
"March 13, 2020",Edmonds -  Kingston,2020 Ridership,8017
"March 12, 2020",Edmonds -  Kingston,2020 Ridership,6934
"March 11, 2020",Edmonds -  Kingston,2020 Ridership,6648
"March 10, 2020",Edmonds -  Kingston,2020 Ridership,7003
"March 9, 2020",Edmonds -  Kingston,2020 Ridership,7323
"March 8, 2020",Edmonds -  Kingston,2020 Ridership,9344
"March 7, 2020",Edmonds -  Kingston,2020 Ridership,10827
"March 6, 2020",Edmonds -  Kingston,2020 Ridership,9431
"March 5, 2020",Edmonds -  Kingston,2020 Ridership,7804
"March 4, 2020",Edmonds -  Kingston,2020 Ridership,7821
"March 3, 2020",Edmonds -  Kingston,2020 Ridership,7323
"March 2, 2020",Edmonds -  Kingston,2020 Ridership,7492
"March 1, 2020",Edmonds -  Kingston,2020 Ridership,10864
"June 3, 2020",Edmonds -  Kingston,2019     Ridership,9922
"June 2, 2020",Edmonds -  Kingston,2019     Ridership,9523
"June 1, 2020",Edmonds -  Kingston,2019     Ridership,9597
"May 31, 2020",Edmonds -  Kingston,2019     Ridership,12639
"May 30, 2020",Edmonds -  Kingston,2019     Ridership,15220
"May 29, 2020",Edmonds -  Kingston,2019     Ridership,12924
"May 28, 2020",Edmonds -  Kingston,2019     Ridership,10170
"May 27, 2020",Edmonds -  Kingston,2019     Ridership,9387
"May 26, 2020",Edmonds -  Kingston,2019     Ridership,9706
"May 25, 2020",Edmonds -  Kingston,2019     Ridership,12553
"May 24, 2020",Edmonds -  Kingston,2019     Ridership,15704
"May 23, 2020",Edmonds -  Kingston,2019     Ridership,14741
"May 22, 2020",Edmonds -  Kingston,2019     Ridership,14734
"May 21, 2020",Edmonds -  Kingston,2019     Ridership,10575
"May 20, 2020",Edmonds -  Kingston,2019     Ridership,9888
"May 19, 2020",Edmonds -  Kingston,2019     Ridership,9019
"May 18, 2020",Edmonds -  Kingston,2019     Ridership,9296
"May 17, 2020",Edmonds -  Kingston,2019     Ridership,12604
"May 16, 2020",Edmonds -  Kingston,2019     Ridership,15619
"May 15, 2020",Edmonds -  Kingston,2019     Ridership,12727
"May 14, 2020",Edmonds -  Kingston,2019     Ridership,9888
"May 13, 2020",Edmonds -  Kingston,2019     Ridership,9085
"May 12, 2020",Edmonds -  Kingston,2019     Ridership,8957
"May 11, 2020",Edmonds -  Kingston,2019     Ridership,9716
"May 10, 2020",Edmonds -  Kingston,2019     Ridership,15386
"May 9, 2020",Edmonds -  Kingston,2019     Ridership,16716
"May 8, 2020",Edmonds -  Kingston,2019     Ridership,13937
"May 7, 2020",Edmonds -  Kingston,2019     Ridership,10190
"May 6, 2020",Edmonds -  Kingston,2019     Ridership,9588
"May 5, 2020",Edmonds -  Kingston,2019     Ridership,9364
"May 4, 2020",Edmonds -  Kingston,2019     Ridership,9624
"May 3, 2020",Edmonds -  Kingston,2019     Ridership,13095
"May 2, 2020",Edmonds -  Kingston,2019     Ridership,15240
"May 1, 2020",Edmonds -  Kingston,2019     Ridership,12395
"April 30, 2020",Edmonds -  Kingston,2019     Ridership,9573
"April 29, 2020",Edmonds -  Kingston,2019     Ridership,9440
"April 28, 2020",Edmonds -  Kingston,2019     Ridership,8924
"April 27, 2020",Edmonds -  Kingston,2019     Ridership,9126
"April 26, 2020",Edmonds -  Kingston,2019     Ridership,12815
"April 25, 2020",Edmonds -  Kingston,2019     Ridership,15182
"April 24, 2020",Edmonds -  Kingston,2019     Ridership,13486
"April 23, 2020",Edmonds -  Kingston,2019     Ridership,10130
"April 22, 2020",Edmonds -  Kingston,2019     Ridership,9943
"April 21, 2020",Edmonds -  Kingston,2019     Ridership,8798
"April 20, 2020",Edmonds -  Kingston,2019     Ridership,9466
"April 19, 2020",Edmonds -  Kingston,2019     Ridership,15818
"April 18, 2020",Edmonds -  Kingston,2019     Ridership,16133
"April 17, 2020",Edmonds -  Kingston,2019     Ridership,12950
"April 16, 2020",Edmonds -  Kingston,2019     Ridership,9844
"April 15, 2020",Edmonds -  Kingston,2019     Ridership,9290
"April 14, 2020",Edmonds -  Kingston,2019     Ridership,8807
"April 13, 2020",Edmonds -  Kingston,2019     Ridership,8801
"April 12, 2020",Edmonds -  Kingston,2019     Ridership,11238
"April 11, 2020",Edmonds -  Kingston,2019     Ridership,13525
"April 10, 2020",Edmonds -  Kingston,2019     Ridership,13097
"April 9, 2020",Edmonds -  Kingston,2019     Ridership,10082
"April 8, 2020",Edmonds -  Kingston,2019     Ridership,9252
"April 7, 2020",Edmonds -  Kingston,2019     Ridership,9017
"April 6, 2020",Edmonds -  Kingston,2019     Ridership,9075
"April 5, 2020",Edmonds -  Kingston,2019     Ridership,11993
"April 4, 2020",Edmonds -  Kingston,2019     Ridership,13644
"April 3, 2020",Edmonds -  Kingston,2019     Ridership,12577
"April 2, 2020",Edmonds -  Kingston,2019     Ridership,11115
"April 1, 2020",Edmonds -  Kingston,2019     Ridership,10135
"March 31, 2020",Edmonds -  Kingston,2019     Ridership,9957
"March 30, 2020",Edmonds -  Kingston,2019     Ridership,9777
"March 29, 2020",Edmonds -  Kingston,2019     Ridership,12115
"March 28, 2020",Edmonds -  Kingston,2019     Ridership,15050
"March 27, 2020",Edmonds -  Kingston,2019     Ridership,12213
"March 26, 2020",Edmonds -  Kingston,2019     Ridership,9797
"March 25, 2020",Edmonds -  Kingston,2019     Ridership,9549
"March 24, 2020",Edmonds -  Kingston,2019     Ridership,9429
"March 23, 2020",Edmonds -  Kingston,2019     Ridership,8722
"March 22, 2020",Edmonds -  Kingston,2019     Ridership,12284
"March 21, 2020",Edmonds -  Kingston,2019     Ridership,13580
"March 20, 2020",Edmonds -  Kingston,2019     Ridership,11585
"March 19, 2020",Edmonds -  Kingston,2019     Ridership,9517
"March 18, 2020",Edmonds -  Kingston,2019     Ridership,9212
"March 17, 2020",Edmonds -  Kingston,2019     Ridership,9039
"March 16, 2020",Edmonds -  Kingston,2019     Ridership,8871
"March 15, 2020",Edmonds -  Kingston,2019     Ridership,12376
"March 14, 2020",Edmonds -  Kingston,2019     Ridership,14244
"March 13, 2020",Edmonds -  Kingston,2019     Ridership,11640
"March 12, 2020",Edmonds -  Kingston,2019     Ridership,8719
"March 11, 2020",Edmonds -  Kingston,2019     Ridership,8447
"March 10, 2020",Edmonds -  Kingston,2019     Ridership,7988
"March 9, 2020",Edmonds -  Kingston,2019     Ridership,7946
"March 8, 2020",Edmonds -  Kingston,2019     Ridership,11149
"March 7, 2020",Edmonds -  Kingston,2019     Ridership,13272
"March 6, 2020",Edmonds -  Kingston,2019     Ridership,10419
"March 5, 2020",Edmonds -  Kingston,2019     Ridership,7742
"March 4, 2020",Edmonds -  Kingston,2019     Ridership,7781
"March 3, 2020",Edmonds -  Kingston,2019     Ridership,8145
"March 2, 2020",Edmonds -  Kingston,2019     Ridership,8188
"March 1, 2020",Edmonds -  Kingston,2019     Ridership,11983
"June 3, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.537184040
"June 2, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.573716589
"June 1, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.525313404
"May 31, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.596983046
"May 30, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.657322478
"May 29, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.474100792
"May 28, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.505071213
"May 27, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.501744739
"May 26, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.526941748
"May 25, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.587271237
"May 24, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.521571566
"May 23, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.476961271
"May 22, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.485661515
"May 21, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.546754910
"May 20, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.573045037
"May 19, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.550365133
"May 18, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.575853659
"May 17, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.594314253
"May 16, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.698912199
"May 15, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.504068390
"May 14, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.572843628
"May 13, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.572537659
"May 12, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.581235417
"May 11, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.564474493
"May 10, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.458662513
"May 9, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.478094348
