County,City,Location,Type,date,value,roll_mean
King,Seattle,Elliot Bay,Bicycle,5/14/2019,1106,1364.857143
King,Seattle,Fremont Bridge,Bicycle,5/14/2019,3308,3598.571429
King,Seattle,Spokane Bridge,Bicycle,5/14/2019,973,1036.428571
King,Seattle,Burk Gilman,Bicycle,5/15/2019,1127,1321.857143
King,Seattle,Elliot Bay,Bicycle,5/15/2019,1407,1350.857143
King,Seattle,Fremont Bridge,Bicycle,5/15/2019,4320,3649.714286
King,Seattle,Spokane Bridge,Bicycle,5/15/2019,1247,1024
King,Seattle,Burk Gilman,Bicycle,5/16/2019,764,1320.428571
King,Seattle,Elliot Bay,Bicycle,5/16/2019,1203,1386.714286
King,Seattle,Fremont Bridge,Bicycle,5/16/2019,3544,3700.142857
King,Seattle,Spokane Bridge,Bicycle,5/16/2019,1020,1041.571429
King,Seattle,Burk Gilman,Bicycle,5/17/2019,999,1218
King,Seattle,Elliot Bay,Bicycle,5/17/2019,1389,1297.142857
King,Seattle,Fremont Bridge,Bicycle,5/17/2019,4603,3494.857143
King,Seattle,Spokane Bridge,Bicycle,5/17/2019,1220,992.8571429
King,Seattle,Burk Gilman,Bicycle,5/18/2019,2677,1266.285714
King,Seattle,Elliot Bay,Bicycle,5/18/2019,1621,1346
King,Seattle,Fremont Bridge,Bicycle,5/18/2019,3263,3619.285714
King,Seattle,Spokane Bridge,Bicycle,5/18/2019,873,1028.142857
King,Seattle,Burk Gilman,Bicycle,5/19/2019,1699,1351.428571
King,Seattle,Elliot Bay,Bicycle,5/19/2019,1282,1456.428571
King,Seattle,Fremont Bridge,Bicycle,5/19/2019,2151,3833
King,Seattle,Spokane Bridge,Bicycle,5/19/2019,583,1081.714286
King,Seattle,Burk Gilman,Bicycle,5/20/2019,560,1482.714286
King,Seattle,Elliot Bay,Bicycle,5/20/2019,1072,1568.285714
King,Seattle,Fremont Bridge,Bicycle,5/20/2019,3275,4210
King,Seattle,Spokane Bridge,Bicycle,5/20/2019,1034,1160.571429
King,Seattle,Burk Gilman,Bicycle,5/21/2019,1038,1456.285714
King,Seattle,Elliot Bay,Bicycle,5/21/2019,1448,1535.571429
King,Seattle,Fremont Bridge,Bicycle,5/21/2019,4179,4055.142857
King,Seattle,Spokane Bridge,Bicycle,5/21/2019,1220,1118.142857
King,Seattle,Burk Gilman,Bicycle,5/22/2019,1723,1157.142857
King,Seattle,Elliot Bay,Bicycle,5/22/2019,2180,1365
King,Seattle,Fremont Bridge,Bicycle,5/22/2019,5816,3737
King,Seattle,Spokane Bridge,Bicycle,5/22/2019,1622,1028.285714
King,Seattle,Burk Gilman,Bicycle,5/23/2019,1683,1216.714286
King,Seattle,Elliot Bay,Bicycle,5/23/2019,1986,1416.571429
King,Seattle,Fremont Bridge,Bicycle,5/23/2019,6183,3856.285714
King,Seattle,Spokane Bridge,Bicycle,5/23/2019,1572,1057.571429
King,Seattle,Burk Gilman,Bicycle,5/24/2019,814,1599.571429
King,Seattle,Elliot Bay,Bicycle,5/24/2019,1160,1568.714286
King,Seattle,Fremont Bridge,Bicycle,5/24/2019,3519,3930
King,Seattle,Spokane Bridge,Bicycle,5/24/2019,923,1064
King,Seattle,Burk Gilman,Bicycle,5/25/2019,583,1626.714286
King,Seattle,Elliot Bay,Bicycle,5/25/2019,427,1605.857143
King,Seattle,Fremont Bridge,Bicycle,5/25/2019,1036,4094
King,Seattle,Spokane Bridge,Bicycle,5/25/2019,244,1083.428571
King,Seattle,Burk Gilman,Bicycle,5/26/2019,2116,1589
King,Seattle,Elliot Bay,Bicycle,5/26/2019,1643,1568.428571
King,Seattle,Fremont Bridge,Bicycle,5/26/2019,2986,4073.571429
King,Seattle,Spokane Bridge,Bicycle,5/26/2019,788,1074.857143
King,Seattle,Burk Gilman,Bicycle,5/27/2019,3240,1558.714286
King,Seattle,Elliot Bay,Bicycle,5/27/2019,2137,1558.714286
King,Seattle,Fremont Bridge,Bicycle,5/27/2019,3791,4005.714286
King,Seattle,Spokane Bridge,Bicycle,5/27/2019,1079,1068.285714
King,Seattle,Burk Gilman,Bicycle,5/28/2019,1228,1648.857143
King,Seattle,Elliot Bay,Bicycle,5/28/2019,1708,1658.428571
King,Seattle,Fremont Bridge,Bicycle,5/28/2019,5327,4262.571429
King,Seattle,Spokane Bridge,Bicycle,5/28/2019,1356,1107.285714
King,Seattle,Burk Gilman,Bicycle,5/29/2019,1459,1873.571429
King,Seattle,Elliot Bay,Bicycle,5/29/2019,1918,1805.714286
King,Seattle,Fremont Bridge,Bicycle,5/29/2019,5673,4551.571429
King,Seattle,Spokane Bridge,Bicycle,5/29/2019,1562,1181.714286
King,Seattle,Burk Gilman,Bicycle,5/30/2019,1471,NA
King,Seattle,Elliot Bay,Bicycle,5/30/2019,1918,NA
King,Seattle,Fremont Bridge,Bicycle,5/30/2019,5708,NA
King,Seattle,Spokane Bridge,Bicycle,5/30/2019,1526,NA
King,Seattle,Burk Gilman,Bicycle,5/31/2019,1445,NA
King,Seattle,Elliot Bay,Bicycle,5/31/2019,1858,NA
King,Seattle,Fremont Bridge,Bicycle,5/31/2019,5317,NA
King,Seattle,Spokane Bridge,Bicycle,5/31/2019,1196,NA
King,Seattle,Burk Gilman,Bicycle,6/1/2019,2156,NA
King,Seattle,Elliot Bay,Bicycle,6/1/2019,1458,NA
King,Seattle,Fremont Bridge,Bicycle,6/1/2019,3059,NA
King,Seattle,Spokane Bridge,Bicycle,6/1/2019,765,NA
